File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors,CatchAndDoNothing_AntiPattern,CatchAndReturnNull_AntiPattern,CatchQuantity,CatchRecoverability_AntiPattern,CatchSizeLOC,CatchSizeSLOC,DummyCatch_AntiPattern,IncompleteImplementation_AntiPattern,LogAndThrow_AntiPattern,OverCatch_AntiPattern,ThrowKitchenSink_AntiPattern
GSetByHashMap.java,1,1,1,1,3,0,3,0,1,0,0,8,8,8,1,8,0,0,0,8,73,11,42,22,10,20,14,24,14,10,2,2,2,1,1,0.48,9,9,9,8,0,1,0,0,4,47,0,0,0,0,0,115,0,6,116,758
HostsFileReader.java,2,2,2,1,11,0,10,0,1,2,1,11,11,9,4,11,0,0,0,11,179,17,138,52,72,24,69,96,41,55,7,7,7,5,5,0.17,25,25,25,15,4,1,2,3,12,47,0,0,0,0,0,117,0,6,117,758
IdGenerator.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,31,3,6,5,0,22,3,4,4,0,0,0,0,0,0,3.67,0,0,0,0,0,1,0,0,1,47,0,0,0,0,0,115,0,6,116,758
IndexedSorter.java,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,0,51,5,9,8,0,37,5,6,6,0,0,0,0,0,0,4.11,0,0,0,0,0,1,0,0,5,47,0,0,0,0,0,115,0,6,116,758
IntrusiveCollection.java,1,1,1,1,7,0,7,0,4,0,1,27,34,34,6,34,8,1,0,25,373,41,249,77,135,84,111,163,72,91,3,3,3,3,2,0.34,50,50,50,35,0,1,0,0,1,47,0,2,2,2,0,115,0,6,116,758
IPList.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,33,3,8,7,0,22,4,5,5,0,0,0,0,0,0,2.75,0,0,0,0,0,3,0,0,1,47,0,0,0,0,0,117,0,6,117,758
LightWeightCache.java,1,1,2,1,9,0,8,1,5,1,2,17,19,18,5,19,4,4,0,11,263,33,159,63,80,72,71,102,52,50,4,4,4,3,2,0.45,32,32,34,19,0,2,0,0,2,47,0,0,0,0,0,116,0,6,116,758
LightWeightGSet.java,2,2,2,1,11,0,9,1,3,3,2,22,24,21,9,24,1,6,0,17,371,38,247,79,146,87,125,175,68,107,7,7,9,5,3,0.35,54,54,58,32,0,1,2,0,12,47,0,0,0,0,0,115,0,6,116,758
LimitInputStream.java,1,1,1,1,7,0,7,0,1,0,0,7,7,7,2,7,0,0,0,7,109,15,68,27,31,26,33,47,20,27,3,3,3,1,1,0.38,13,13,13,7,0,1,0,0,1,47,0,0,0,0,0,117,0,6,117,758
LogAdapter.java,2,2,2,1,5,0,5,0,1,2,0,8,8,6,2,8,0,2,0,6,74,10,47,14,20,17,17,34,14,20,3,3,3,1,1,0.36,16,16,16,8,74,1,0,0,1,47,0,0,0,0,0,115,0,6,116,758
MergeSort.java,3,3,4,1,16,1,13,1,1,0,0,3,3,3,3,3,0,1,0,2,90,12,53,17,31,25,34,46,18,28,9,9,12,3,4,0.47,11,11,14,5,0,1,0,0,5,47,0,0,0,0,0,115,0,6,116,758
PrintJarMainClass.java,4,4,4,4,19,0,15,4,1,1,0,1,1,0,0,1,0,0,0,1,53,6,23,10,10,24,10,15,8,7,4,4,4,4,3,1.04,4,4,4,4,17,1,0,0,6,47,0,1,0,0,1,115,0,6,116,758
Progress.java,1,1,1,1,9,0,7,1,1,0,1,20,20,20,8,20,3,3,0,14,257,29,165,52,97,66,88,126,52,74,6,6,6,1,3,0.4,36,36,37,20,0,1,1,0,11,47,0,0,0,0,0,115,0,6,116,758
Progressable.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,40,3,8,7,0,29,4,5,5,0,0,0,0,0,0,3.63,0,0,0,0,0,1,0,0,6,47,0,0,0,0,0,117,0,6,117,758
SequentialNumber.java,1,1,1,1,6,0,5,0,1,0,0,7,7,7,1,7,0,0,1,6,83,11,45,18,18,27,18,28,15,13,4,4,4,3,2,0.6,11,11,12,9,0,1,0,1,1,47,0,0,0,0,0,115,0,6,116,758
ServicePlugin.java,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,0,51,5,10,9,0,36,6,7,7,0,0,0,0,0,0,3.6,0,0,0,0,0,1,0,0,5,47,0,0,0,0,0,117,0,6,117,758
ServletUtil.java,1,1,1,1,11,0,6,5,1,8,1,8,8,0,0,8,0,0,0,8,140,13,73,28,36,58,31,45,23,22,3,3,3,1,1,0.79,14,14,14,8,46,1,1,1,8,47,0,3,0,3,3,115,0,6,116,758
ShutdownHookManager.java,1,1,1,1,9,0,6,3,4,1,2,12,12,11,4,12,1,1,0,10,190,22,100,35,46,68,41,66,35,31,3,3,3,1,2,0.68,20,20,20,12,0,2,0,4,2,47,0,1,0,1,0,116,0,6,116,758
ThreadUtil.java,3,3,3,1,19,0,12,7,1,1,1,1,1,0,0,1,0,0,0,1,49,5,20,11,9,24,9,13,9,4,3,3,3,1,2,1.2,3,3,3,1,0,2,0,3,2,47,0,1,0,1,0,117,0,6,116,758
Tool.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,84,3,9,8,0,72,5,6,6,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,7,47,0,0,0,0,0,117,0,6,117,758
ToolRunner.java,2,2,3,2,18,0,9,8,1,4,0,4,4,0,0,4,0,0,0,4,125,10,49,20,24,66,22,33,16,17,6,6,10,6,3,1.35,10,10,14,9,0,1,0,0,7,47,0,0,0,0,0,117,0,6,117,758
Waitable.java,1,1,1,1,4,0,4,0,1,0,0,5,5,5,2,5,0,0,0,5,53,7,26,10,9,20,12,19,10,9,2,2,2,1,1,0.77,6,6,6,5,0,1,0,0,1,47,0,0,0,0,0,115,0,6,116,758
XMLUtils.java,2,1.5,2,1,21,1,10.5,9.5,2.5,3.5,1.5,9.5,9.5,6,1,9.5,0,1.5,0,8,221,16.5,126,39.5,75.5,78.5,61,91,36.5,54.5,9.5,9.5,10,3,2,1.14,29,27,31.5,11.5,0,1,1,0,15,47,0,0,0,0,0,116,0,6,116,758
AsyncDiskService.java,2,2,2,1,16,1,10,4,2,0,4,6,6,6,3,6,0,0,0,6,160,23,82,36,45,55,42,58,36,22,3,3,3,3,2,0.67,12,12,12,8,0,1,0,0,8,48,0,0,0,0,0,117,0,6,117,760
Classpath.java,4,4,6,4,32,2,22,7,1,2,1,2,2,0,0,2,0,1,0,1,125,11,68,23,42,46,34,44,21,23,8,8,12,8,2,0.68,9,9,13,9,0,2,0,0,2,48,0,3,1,6,0,118,0,6,117,760
DirectBufferPool.java,3,3,3,2,18,1,11,6,1,0,0,3,3,3,1,3,1,0,0,2,109,11,51,26,22,48,27,37,22,15,4,4,4,4,2,0.94,9,9,9,6,0,1,0,0,3,48,0,0,0,0,0,118,0,6,117,760
IdentityHashStore.java,2,2,2,1,11,0,8,2,2,0,1,11,12,12,3,12,1,3,0,8,199,19,114,37,65,66,59,86,36,50,4,4,4,4,3,0.58,27,27,27,16,0,2,1,0,2,48,0,0,0,0,0,118,0,6,117,760
MachineList.java,5,5,5,2,23,0,17,5,2,0,3,6,6,6,5,6,0,0,0,6,211,20,131,37,73,62,64,98,40,58,12,12,14,12,5,0.47,31,31,34,17,3,5,0,1,5,48,0,3,1,3,1,117,0,6,117,758
NativeCodeLoader.java,1,1,1,1,10,0,4,6,1,4,2,3,6,2,0,6,0,0,0,6,113,14,49,21,21,50,22,30,16,14,1,1,1,1,0,1.02,3,3,3,3,0,1,1,0,13,48,0,1,0,1,1,117,0,6,117,760
ProgramDriver.java,1,1,1,1,12,0,7,5,2,1,1,8,8,7,3,8,0,1,0,7,157,19,75,30,31,63,34,51,25,26,4,4,4,3,1,0.84,14,14,14,10,0,1,0,0,8,48,0,1,0,1,0,117,0,6,117,760
QuickSort.java,4,4,4,2,15,0,12,2,1,3,1,6,6,3,0,6,0,2,1,3,135,13,87,22,49,35,40,66,18,48,18,18,21,10,4,0.4,25,25,28,15,0,1,0,0,6,48,0,0,0,0,0,117,0,6,117,760
SignalLogger.java,1,1,1,1,7,0,5,1,2,0,0,6,4,6,4,6,2,0,0,4,97,10,51,22,24,36,28,37,19,18,4,4,4,1,2,0.71,9,9,9,6,8,2,0,0,2,48,0,1,0,1,0,118,0,6,117,760
StopWatch.java,1,1,1,1,7,0,4,2,1,0,0,9,9,9,3,9,0,0,0,9,108,13,53,19,22,42,23,36,17,19,2,2,2,1,1,0.79,13,13,13,9,108,1,0,0,1,48,0,0,0,0,0,118,0,6,117,760
StringInterner.java,2,2,2,1,15,0,6,9,1,2,2,2,2,0,0,2,0,0,0,2,84,12,27,13,8,45,13,18,10,8,2,2,2,1,1,1.67,4,4,4,2,0,2,0,0,2,48,0,0,0,0,0,119,0,6,117,760
Time.java,1,1,1,1,10,0,3,6,1,2,0,2,2,0,0,2,0,0,0,2,52,5,14,9,3,33,6,9,7,2,1,1,1,1,0,2.36,2,2,2,2,0,1,0,1,1,48,0,0,0,0,0,118,0,6,117,760
VersionInfo.java,1,1,1,1,5,0,4,1,1,10,2,20,20,10,1,20,0,0,10,10,180,25,101,37,45,54,45,68,35,33,3,3,3,1,2,0.53,22,22,22,20,0,1,2,3,11,48,0,1,0,1,0,119,0,6,117,760
ZKUtil.java,2,2,2,1,14,0,10,4,4,5,2,10,10,5,2,10,0,1,0,9,220,22,132,53,71,66,63,89,45,44,7,4,7,3,2,0.5,24,20,26,12,0,2,0,0,1,48,0,0,0,0,0,119,0,6,117,760
ExitUtil.java,1,1,1,1,8,0,4,4,3,14,7,16,16,2,2,16,0,0,0,16,203,20,90,37,37,93,42,65,35,30,3,3,3,1,2,1.03,20,20,20,16,0,8,1,1,7,49,0,0,0,0,0,122,0,6,117,762
GenericOptionsParser.java,3,3,3,1,27,0,18,8,1,3,1,14,14,11,2,14,0,5,0,9,519,32,294,95,188,193,137,191,82,109,16,16,17,3,4,0.66,51,51,52,16,20,1,8,2,24,49,0,2,0,4,0,122,0,6,117,762
HeapSort.java,3,3,3,2,10,0,8,1,1,1,0,4,4,3,0,4,0,1,0,3,75,6,44,16,21,25,24,37,14,23,5,5,6,5,3,0.57,12,12,13,8,0,1,0,0,6,49,0,0,0,0,0,122,0,6,117,762
IndexedSortable.java,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,0,41,4,9,8,0,28,5,6,6,0,0,0,0,0,0,3.11,0,0,0,0,0,1,0,0,5,49,0,0,0,0,0,122,0,6,117,762
JvmPauseMonitor.java,1,1,1,1,8,0,7,0,3,1,6,15,15,14,9,15,0,5,0,10,217,28,155,73,81,34,79,109,63,46,5,5,5,3,2,0.22,25,25,25,17,6,3,0,3,3,49,0,2,0,2,0,122,0,6,117,762
LineReader.java,3,3,3,1,23,0,12,11,1,0,3,13,13,13,6,13,0,2,1,10,372,21,181,53,112,185,100,135,45,90,14,14,16,7,4,1.02,39,39,43,25,0,1,0,4,10,49,0,0,0,0,0,122,0,6,117,760
NativeCrc32.java,1,1,1,1,11,0,7,4,1,8,2,5,8,0,0,8,1,2,0,5,139,13,60,37,19,66,14,20,15,5,1,1,1,1,0,1.1,5,5,5,5,0,1,0,0,7,49,0,0,0,0,0,122,0,6,117,763
NativeLibraryChecker.java,13,13,25,3,93,5,82,6,1,1,0,1,1,0,0,1,0,0,0,1,127,8,96,32,68,23,55,69,29,40,13,13,25,3,2,0.24,13,13,25,3,14,5,1,3,5,49,0,0,0,0,0,122,0,6,117,762
PureJavaCrc32.java,2,1,2,2,9,0,7,0,1,0,1,5,5,5,1,5,0,0,0,5,624,14,564,24,538,46,25,33,17,16,9,3,9,8,1,0.08,13,7,13,12,0,1,0,0,8,49,0,0,0,0,0,122,0,6,117,762
RunJar.java,2,2,3,1,20,1,15,3,2,4,5,10,10,6,0,10,3,2,0,5,287,29,192,76,118,67,105,135,69,66,10,10,11,1,5,0.35,27,27,31,10,0,1,0,2,15,49,0,3,0,5,2,122,0,6,117,763
Shell.java,2,2,2,1,11,0,7,3,7,27,22,57,61,36,20,63,4,6,6,47,859,109,512,181,281,247,218,330,152,178,14,14,14,6,3,0.48,123,123,129,62,21,1,7,17,39,49,0,11,2,14,4,122,0,6,117,760
StringUtils.java,2,2,2,1,16,0,9,6,3,53,8,57,55,4,10,57,1,3,0,53,1073,74,616,188,374,389,318,459,183,276,9,9,10,5,3,0.63,144,141,152,77,56,1,3,4,35,49,0,3,1,3,0,123,0,6,117,763
UTF8ByteArrayUtils.java,3,3,3,3,17,0,9,8,1,4,0,4,4,0,0,4,0,0,0,4,103,8,46,14,23,49,26,39,16,23,5,5,5,5,3,1.07,12,12,12,12,0,1,0,0,5,49,0,0,0,0,0,122,0,6,117,762
BloomFilter.java,2,2,2,1,9,0,7,0,1,0,1,13,13,13,1,13,0,1,0,12,239,26,132,39,69,82,53,82,31,51,5,5,5,3,2,0.62,28,28,37,15,2,1,0,1,6,50,0,0,0,0,0,123,0,6,118,765
ChildReaper.java,1,1,1,1,10,0,6,3,3,2,1,14,12,12,12,14,0,2,0,12,234,18,134,57,44,82,60,81,54,27,5,5,6,1,4,0.61,19,19,20,14,234,1,0,0,1,50,0,1,0,1,0,124,0,6,118,765
CLICommand.java,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,29,1,8,7,0,20,5,6,6,0,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,4,50,0,0,0,0,0,125,0,6,120,768
CLICommandFS.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,3,2,0,17,1,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,1,0,0,4,50,0,0,0,0,0,125,0,6,120,768
CLICommandTypes.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,1,3,2,0,20,1,2,2,0,0,0,0,0,0,6.67,0,0,0,0,0,1,0,0,4,50,0,0,0,0,0,125,0,6,120,768
CLITestCmd.java,1,1,1,1,3,0,3,0,1,0,0,5,5,5,2,5,0,0,0,5,56,7,29,14,9,20,11,18,10,8,2,2,2,1,1,0.69,6,6,6,5,0,1,0,0,5,50,0,0,0,0,0,125,0,6,120,768
CLITestData.java,1,1,1,1,5,0,2,2,1,0,0,11,11,11,5,11,0,0,0,11,107,15,41,19,15,51,17,29,19,10,1,1,1,1,0,1.24,11,11,11,11,0,1,0,0,7,50,0,0,0,0,0,125,0,6,120,768
CLITestHelper.java,4,4,4,1,24,2,19,3,2,0,4,14,14,14,13,14,0,2,5,7,447,52,317,96,223,79,179,246,93,153,17,17,18,1,3,0.25,61,61,63,14,0,1,0,2,8,50,0,4,0,5,0,125,0,6,120,767
CommandExecutor.java,1,1,1,1,10,1,8,0,2,0,0,7,8,8,4,8,0,0,2,6,122,21,80,34,43,21,48,61,32,29,4,4,4,1,2,0.26,11,11,11,7,0,1,1,1,8,50,0,1,0,3,0,125,0,6,120,768
ComparableVersion.java,2,2,2,1,13,1,11,1,5,2,6,24,27,25,8,27,4,2,0,21,478,72,318,75,144,98,120,174,72,102,13,13,16,8,4,0.31,65,57,71,41,7,4,1,1,4,50,0,0,0,0,0,123,0,6,118,765
ComparatorBase.java,1,1,1,1,3,1,2,0,1,0,0,1,2,2,0,2,0,0,0,2,39,4,6,4,0,29,2,4,4,0,1,1,1,1,0,4.83,1,1,1,1,0,1,0,0,6,50,0,0,0,0,0,125,0,6,120,768
ComparatorData.java,1,1,1,1,5,0,2,2,1,0,0,11,11,11,5,11,0,0,0,11,106,15,40,18,15,51,16,28,18,10,1,1,1,1,0,1.27,11,11,11,11,0,1,0,0,6,50,0,0,0,0,0,125,0,6,120,768
CountingBloomFilter.java,2,2,3,1,14,1,9,3,1,1,1,14,14,13,1,14,0,1,0,13,310,44,160,65,93,116,89,125,63,62,5,5,6,3,2,0.72,35,35,42,16,0,1,0,0,5,50,0,0,0,0,0,123,0,6,118,765
DynamicBloomFilter.java,2,2,3,1,12,1,9,1,1,0,0,13,13,13,3,13,0,2,0,11,298,41,146,41,79,111,77,111,39,72,4,4,8,4,2,0.76,33,33,45,16,0,1,0,0,5,50,0,0,0,0,0,123,0,6,118,765
ExactComparator.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,34,3,7,4,1,24,2,4,3,1,1,1,1,1,0,3.43,1,1,1,1,0,1,0,0,6,50,0,0,0,0,0,125,0,6,120,768
Filter.java,2,2,2,1,10,0,7,3,1,0,1,7,13,13,4,13,0,0,2,11,219,22,78,34,32,125,45,63,33,30,3,3,3,1,1,1.6,15,15,15,7,0,1,0,0,6,50,0,0,0,0,0,123,0,6,118,765
FSCmdExecutor.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,2,2,0,0,1,1,37,4,16,10,6,17,9,12,9,3,1,1,1,1,0,1.06,2,2,2,2,0,1,0,1,4,50,0,0,0,0,0,125,0,6,120,768
Hash.java,1,1,1,1,11,0,5,6,1,4,3,6,7,3,0,7,0,0,0,7,123,10,45,19,22,68,20,30,17,13,3,3,3,3,1,1.51,10,9,10,8,0,1,0,0,5,50,0,0,0,0,0,124,0,6,118,765
HashFunction.java,3,3,3,1,15,0,10,4,1,0,0,3,3,3,3,3,0,0,0,3,123,10,41,15,19,72,22,32,14,18,4,4,4,1,1,1.76,9,9,9,3,0,1,0,0,5,50,0,0,0,0,0,123,0,6,118,765
HttpExceptionUtils.java,2,2,2,1,19,0,14,5,1,6,6,6,6,0,0,6,0,3,0,3,185,14,113,54,67,58,63,78,45,33,8,8,8,1,4,0.51,15,15,15,6,0,1,0,2,1,50,0,3,0,2,1,123,0,6,118,765
JenkinsHash.java,5,2,5,4,52,0,21,31,1,3,3,4,4,1,0,4,0,1,0,3,264,12,98,24,74,156,85,93,21,72,15,3,15,14,1,1.59,20,8,20,17,0,1,0,1,6,50,0,0,0,0,0,124,0,6,118,765
Key.java,1,1,1,1,6,0,4,1,1,0,0,13,13,13,2,13,0,0,0,13,184,20,78,32,30,86,38,57,27,30,3,3,4,1,1,1.1,18,18,19,13,0,1,0,0,7,50,0,0,0,0,0,123,0,6,118,765
MurmurHash.java,3,3,3,1,25,4,21,0,1,1,1,2,2,1,0,2,0,0,0,2,89,13,51,18,34,25,34,42,16,26,6,6,6,1,2,0.49,7,7,7,2,0,1,0,0,6,50,0,0,0,0,0,124,0,6,118,765
RegexpAcrossOutputComparator.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,39,5,8,5,1,26,3,5,4,1,1,1,1,1,0,3.25,1,1,1,1,0,1,0,0,6,50,0,0,0,0,0,125,0,6,120,768
RegexpComparator.java,2,2,3,1,13,2,11,0,1,0,0,1,1,1,0,1,0,0,0,1,50,7,18,12,8,25,11,14,11,3,2,2,3,1,1,1.39,2,2,3,1,0,1,0,0,6,50,0,0,0,0,0,125,0,6,120,768
RemoveScheme.java,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,96,6,11,10,4,79,7,8,8,0,0,0,0,0,0,7.18,0,0,0,0,0,1,0,0,5,50,0,0,0,0,0,123,0,6,118,765
RetouchedBloomFilter.java,3,3,3,1,17,2,11,3,1,0,0,19,19,19,4,19,0,9,0,10,455,66,249,69,148,140,156,221,86,135,7,6,7,1,2,0.56,62,59,66,19,0,1,0,0,5,50,0,0,0,0,0,123,0,6,118,765
ShutdownThreadsHelper.java,2,2,2,2,16,0,8,7,1,4,2,4,4,0,0,4,0,0,0,4,106,11,46,18,21,49,21,30,13,17,3,3,3,3,1,1.07,8,8,8,8,0,1,1,0,1,50,0,1,0,2,0,123,0,6,118,765
SubstringComparator.java,2,2,2,1,8,1,7,0,1,0,0,1,1,1,0,1,0,0,0,1,33,5,11,5,4,17,4,7,4,3,2,2,2,1,1,1.55,2,2,2,1,0,1,0,0,6,50,0,0,0,0,0,125,0,6,120,768
TestCLI.java,1,1,1,1,11.5,1.5,10,0,1,0,0.5,5,5,5,0,5,0,1,1,3,105.5,16,70.5,44,40.5,19,44.5,50.5,34,16.5,1,1,1,1,0,0.405,5,5,5,5,45,1,2,2,11,50,0,0,0,0,0,125,0,6,120,768
TestConfigurationDeprecation.java,1,1,1,1,19,0,16,1,3,1,3,19,19,18,2,19,2,4,0,13,429,38,338,92,245,54,258,290,85,205,5,5,5,1,2,0.16,29,29,29,19,0,1,4,2,15,50,0,0,0,0,0,125,0,6,120,768
TokenComparator.java,3,3,3,1,16,3,13,0,1,0,0,1,1,1,0,1,0,0,0,1,49,7,18,8,9,24,8,12,7,5,3,3,3,1,2,1.33,3,3,3,1,0,1,0,0,6,50,0,0,0,0,0,125,0,6,120,768
TestConfigurationSubclass.java,1,1,1,1,6,0,5,1,2,0,1,8,8,8,1,8,0,1,0,7,102,16,53,23,26,33,27,38,21,17,2,2,2,1,1,0.62,9,9,9,8,0,1,0,0,6,51,0,1,0,1,0,125,0,6,120,771
TestConfServlet.java,2,2,2,1,14,0,14,0,1,0,2,4,4,4,0,4,0,1,0,3,110,9,79,48,45,22,54,65,45,20,3,3,5,1,2,0.28,9,9,11,4,0,1,0,2,6,51,0,1,0,0,1,125,0,6,120,771
TestConfigurationFieldsBase.java,6,6,7,4,42,2,30,9,1,1,0,6,7,6,12,7,0,3,0,4,417,40,220,67,146,157,123,173,69,104,14,14,18,14,4,0.71,40,40,44,27,417,1,0,2,1,52,0,1,0,1,0,125,0,6,120,772
TestGetInstances.java,1,1,1,1,12,1,9,1,5,0,0,3,3,3,0,3,2,0,0,1,74,13,40,14,24,21,18,28,13,15,3,3,3,1,1,0.53,5,5,5,3,0,1,0,0,6,52,0,2,0,0,0,125,0,6,120,771
TestConfiguration.java,1,1,1,1,15,0,13,0,8,4,7,78,74,74,18,78,4,5,2,67,1363,143,1135,283,874,86,829,964,292,672,4,4,4,1,2,0.08,116,116,117,78,141,1,13,13,47,57,0,12,10,9,6,125,0,6,120,774
TestDeprecatedKeys.java,1.5,1.5,1.5,1,16,0,16,0,1,0,0,2,2,2,0,2,0,0,0,2,71.5,6.5,46.5,16.5,30.5,18.5,32.5,39,16,23,3.5,3.5,3.5,1,1,0.655,4.5,4.5,4.5,2,0,1,1,0,12,57,0,0,0,0,0,125,0,6,120,774
TestCryptoCodec.java,3,3,3,1,26,2,21,2,1,1,4,9,9,8,5,9,0,5,0,4,315,41,235,94,162,39,176,202,91,111,7,7,8,1,2,0.17,27,27,28,9,104,5,1,0,5,60,0,2,0,2,0,125,0,6,120,776
TestCryptoStreams.java,1,1,2,1,7,0,6,0,4,2,0,35,35,33,10,35,0,2,2,31,381,54,305,121,136,22,127,197,81,116,7,7,9,5,2,0.07,69,69,77,49,0,2,0,0,2,60,0,0,0,0,0,125,0,6,120,776
TestReconfiguration.java,3,3,4,1,26,2,21,2,3,1,7,14,14,13,4,14,1,1,0,12,467,56,360,99,239,54,179,226,82,144,10,10,17,3,2,0.15,42,42,56,16,5,1,0,1,9,60,0,16,0,11,5,125,0,6,120,774
CryptoStreamsTestBase.java,1,1,1,1,17,2,13,1,2,0,7,35,37,37,2,37,0,14,6,17,731,124,522,189,387,86,385,435,167,268,3,3,3,3,2,0.16,48,48,48,39,0,2,0,0,2,61,0,6,3,5,0,125,0,6,120,777
TestCryptoStreamsForLocalFS.java,1,1,1,1,3,0,3,0,1,2,2,11,11,9,2,11,0,0,2,9,120,16,87,60,22,17,35,47,35,12,1,1,1,1,0,0.2,11,11,11,11,0,1,0,0,1,61,0,0,0,0,0,125,0,6,120,777
TestCryptoStreamsNormal.java,1,1,1,1,3,0,3,0,2,2,0,14,14,12,2,14,0,0,2,12,123,15,79,60,15,29,23,38,31,7,1,1,1,1,0,0.37,14,14,14,14,0,1,0,0,1,62,0,0,0,0,0,125,0,6,120,780
TestCryptoStreamsWithOpensslAesCtrCryptoCodec.java,1,1,1,1,4,0,4,0,1,1,0,1,1,0,0,1,0,0,0,1,31,3,11,8,2,17,5,7,6,1,1,1,1,1,0,1.55,1,1,1,1,0,1,0,2,0,62,0,0,0,0,0,125,0,6,120,780
TestKeyProvider.java,1,1,1,1,8,0,8,0,2,0,1,18,18,18,3,18,0,0,1,17,247,30,198,81,113,27,127,148,58,90,2,2,2,1,1,0.14,19,19,19,18,0,7,1,1,1,62,0,1,0,1,0,125,0,6,120,781
TestKeyProviderDelegationTokenExtension.java,1,1,1,1,15,1,13,1,2,0,0,2,2,2,0,2,0,0,0,2,73,10,45,29,19,19,26,30,23,7,1,1,1,1,0,0.42,2,2,2,2,0,2,0,1,1,62,0,0,0,0,0,125,0,6,120,788
TestKeyShell.java,1,1,1,1,19,2,15,2,1,0,0,13,13,13,5,13,0,2,0,11,321,45,234,103,173,46,169,184,77,107,2,2,2,1,1,0.2,15,15,15,13,3,1,5,2,10,62,0,0,0,0,0,125,0,6,120,788
TestOpensslCipher.java,2,2,2,1,22,3,18,1,1,0,2,3,3,3,0,3,0,0,0,3,110,16,72,26,47,22,40,49,21,28,3,3,3,1,1,0.31,8,8,8,3,0,1,0,0,1,62,0,5,2,3,2,125,0,6,120,780
TestValueQueue.java,1,1,1,1,12,0,9,3,3,0,0,11,11,11,3,11,1,0,0,10,204,15,139,65,77,50,80,95,46,49,2,2,2,1,1,0.36,12,12,12,11,0,2,0,1,1,62,0,0,0,0,0,125,0,6,120,788
FailureInjectingJavaKeyStoreProvider.java,1,1,1,1,6,0,6,0,2,0,1,6,6,6,2,6,1,0,0,5,80,10,52,21,22,18,19,31,17,14,3,3,3,3,2,0.35,10,10,10,8,0,1,0,0,1,64,0,1,0,1,0,125,0,6,124,789
FileContextTestHelper.java,1,1,1,1,5,0,5,0,2,16,2,29,27,13,5,29,0,0,0,29,248,34,183,74,92,31,84,126,61,65,4,4,4,3,2,0.17,45,45,45,31,0,1,3,2,15,64,0,3,0,3,0,125,0,6,126,805
TestCachingKeyProvider.java,1,1,1,1,23,1,20,1,1,0,0,5,5,5,0,5,0,0,0,5,158,16,117,33,93,25,90,96,28,68,1,1,1,1,0,0.21,5,5,5,5,0,2,0,0,1,64,0,0,0,0,0,125,0,6,124,790
TestKeyProviderCryptoExtension.java,2,2,2,1,26,1,22,3,1,1,7,3,3,2,0,3,0,0,0,3,135,15,95,48,55,26,56,64,40,24,5,5,5,1,1,0.27,7,7,7,3,0,6,3,1,1,64,0,0,0,0,0,125,0,6,124,792
TestKeyProviderFactory.java,3,3,3,1,34,1,29,4,1,1,0,12,12,11,2,12,1,1,0,10,481,37,389,120,286,65,245,284,96,188,9,9,9,1,1,0.17,38,38,38,12,59,1,5,1,14,64,0,22,1,18,13,125,0,6,124,789
TestLoadBalancingKMSClientProvider.java,1,1,1,1,29,0,28,3,1,0,0,4,4,4,0,4,0,0,0,4,166,12,133,49,101,31,78,85,40,45,2,2,2,1,1,0.23,6,6,6,4,166,1,0,7,1,64,0,2,0,2,0,125,0,6,126,795
