File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors
Constants.java,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0.333333333,0,1.666666667,0,24,2.333333333,1,2.333333333,4,2.333333333,0.666666667,0.333333333,0,1.333333333,93.66666667,17,33.33333333,30,24.66666667,44,27,29,28.33333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,1.793333333,2.333333333,2.333333333,2.333333333,2.333333333,10,1,1,2,25
Consts.java,1,1,1,1,3,0,2,1,1,0,7,1,1,1,0,1,0,1,0,0,48,6,17,15,7,25,10,12,12,0,1,1,1,1,0,1.47,1,1,1,1,0,1,0,0,10
Container.java,0.333333333,0.333333333,0.333333333,0.333333333,4,0,4,0,1,0.333333333,0,0.333333333,8.333333333,8,0,8.333333333,3.666666667,0,0,4.666666667,84.33333333,11,30.33333333,26.66666667,2.666666667,43,17.66666667,19,16.66666667,2.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,2.7,0.333333333,0.333333333,0.333333333,0.333333333,49,1,0,8,29
ContainerAllocationExpirer.java,1,1,1,1,5,0,5,0,1,0,0,3,3,3,1,3,0,0,1,2,54,7,30,19,9,17,17,21,15,6,1,1,1,1,0,0.57,3,3,3,3,0,1,0,1,8
ContainerAllocator.java,1,1,1,1,0,0,0,0,2,0,0,2,0,2,3,2,0,0,0,2,32,6,9,7,0,17,2,4,4,0,1,1,1,1,0,1.89,2,2,2,2,0,1,0,3,2
ContainerAllocatorEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,38,6,15,9,3,17,7,10,7,3,1,1,1,1,0,1.13,2,2,2,2,0,1,0,0,2
ContainerBlock.java,4,4,4,2,28,2,26,0,2,0,1,3,3,3,1,3,0,0,1,2,130,14,99,33,65,17,45,54,31,23,12,12,12,5,1,0.17,14,14,14,7,36,8,0,2,8
ContainerContext.java,1,1,1,1,7,0,3,4,1,0,0,4,4,4,3,4,0,0,0,4,75,7,31,20,6,37,16,21,15,6,1,1,1,1,0,1.19,4,4,4,4,0,1,0,0,1
ContainerCreatedEvent.java,1,1,1,1,4,0,4,0,1,0,0,7,7,7,5,7,0,0,0,7,73,11,45,25,12,17,22,30,18,12,1,1,1,1,0,0.38,7,7,7,7,8,2,0,0,2
ContainerDiagnosticsUpdateEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,35,6,12,6,3,17,6,9,6,3,1,1,1,1,0,1.42,2,2,2,2,0,1,1,0,4
ContainerEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,38,8,13,7,3,17,7,10,7,3,1,1,1,1,0,1.31,2,2,2,2,0,1,0,0,3
ContainerEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,12,2,0,0,0,2,40,5,15,14,0,20,1,2,2,0,1,1,1,1,0,1.33,2,2,2,2,0,1,0,0,3
ContainerExecutor.java,2,2,2,1,12,0,9,2,4,0,2,25,27,31,21,31,0,2,5,24,487,48,316,132,161,123,147,204,104,100,8,8,9,5,4,0.39,51,51,52,31,59,1,3,12,23
ContainerExitEvent.java,1,1,1,1,4,0,4,0,1,0,0,3,3,3,2,3,0,0,0,3,41,6,18,9,5,17,9,13,8,5,1,1,1,1,0,0.94,3,3,3,3,0,1,0,0,4
ContainerExitStatus.java,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,75,12,17,16,10,46,13,14,14,0,0,0,0,0,0,2.71,0,0,0,0,0,1,0,0,5
ContainerExpiredSchedulerEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,42,7,13,7,3,22,7,10,7,3,1,1,1,1,0,1.69,2,2,2,2,0,1,1,0,4
ContainerFailedEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,36,7,12,6,3,17,6,9,6,3,1,1,1,1,0,1.42,2,2,2,2,0,1,1,0,3
ContainerFinishData.java,1,1,1,1,12,0,12,0,1,1,0,1,11,10,0,11,0,0,0,11,90,15,54,46,7,21,23,25,19,6,1,1,1,1,0,0.39,1,1,1,1,0,2,0,0,1
ContainerFinishDataPBImpl.java,1,1,1,1,5,0,5,0,1,0,0,23,23,23,4,23,0,7,0,16,204,30,157,60,71,17,68,104,44,60,4,4,4,3,1,0.11,41,41,43,27,0,3,0,0,1
ContainerFinishedEvent.java,1,1,1,1,4,0,4,0,1,0,0,6,6,6,4,6,0,0,0,6,65,11,37,20,10,17,17,24,14,10,1,1,1,1,0,0.46,6,6,6,6,0,1,0,1,1
ContainerHistoryData.java,1,1,1,1,3,0,3,0,1,1,0,19,19,18,9,19,0,0,0,19,182,32,129,81,29,21,46,66,38,28,1,1,1,1,0,0.16,19,19,19,19,0,3,0,0,1
ContainerId.java,2,2,2,1,11,0,10,0,3,5,6,11,17,12,0,17,0,2,3,12,257,22,173,85,97,62,84,105,55,50,6,6,6,6,2,0.36,22,22,22,18,5,1,1,2,19
ContainerIdPBImpl.java,1,1,1,1,4,0,4,0,1,0,0,11,11,11,3,11,0,2,3,6,99,16,66,34,22,17,29,42,23,19,2,2,2,1,1,0.26,12,12,12,11,0,1,1,0,13
ContainerImpl.java,2,1,2,1,13,0,11,1,21,2,4,46,46,44,28,46,1,7,0,38,1154,97,873,282,523,191,307,426,192,234,16,14,17,5,5,0.22,97,85,101,52,249,1,3,20,44
ContainerInfo.java,1,1,1,1,4.5,0,4,0,1,0,0,14.5,14.5,14.5,12,14.5,0,0,0,14.5,130.5,22,91,41.5,32,18,48.5,67,38,29,4.5,4.5,5,1,1,0.195,18,18,18.5,14.5,5,2,0,13,13
ContainerInitEvent.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,28,4,7,4,1,17,3,5,4,1,1,1,1,1,0,2.43,1,1,1,1,0,1,0,0,3
ContainerInitializationContext.java,1,1,1,1,4,0,4,0,1,0,0,1,1,1,0,1,0,0,0,1,44,5,17,14,1,22,8,10,9,1,1,1,1,1,0,1.29,1,1,1,1,0,1,0,0,1
ContainerKillEvent.java,1,1,1,1,4,0,4,0,1,0,0,3,3,3,2,3,0,0,0,3,43,8,18,9,5,17,9,13,8,5,1,1,1,1,0,0.94,3,3,3,3,0,1,0,0,4
ContainerLaunch.java,2,2,2,1,19,1,15,2,4,6,6,32,36,30,14,36,1,8,8,19,800,110,587,211,366,105,286,373,181,192,15,15,16,5,5,0.18,78,78,81,39,0,1,4,22,46
ContainerLaunchContext.java,1,1,1,1,15,0,15,0,1,1,0,1,13,12,0,13,0,0,0,13,198,17,67,58,8,114,30,32,25,7,1,1,1,1,0,1.7,1,1,1,1,35,1,0,0,17
ContainerLaunchContextInfo.java,1,1,1,1,3,0,3,0,1,0,0,13,13,13,6,13,0,0,0,13,117,23,71,39,18,23,35,49,31,18,1,1,1,1,0,0.32,13,13,13,13,0,1,0,0,1
ContainerLaunchContextPBImpl.java,1,1,1,1,9,0,8,0,9,0,0,51,51,51,13,51,0,15,2,34,466,65,384,111,224,17,168,258,110,148,7,7,7,3,1,0.04,91,91,92,55,0,1,0,1,12
ContainerLauncher.java,1,1,1,1,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,2,33,6,10,8,0,17,3,5,5,0,1,1,1,1,0,1.7,2,2,2,2,0,1,1,0,5
ContainerLauncherEvent.java,3,3,3,2,8,0,8,0,1,0,0,8,8,8,4,8,0,0,0,8,115,13,85,29,50,17,39,63,21,42,16,16,16,16,2,0.2,27,27,27,23,0,1,0,0,2
ContainerLauncherImpl.java,2,2,2,1,16,1,13,1,5,0,1,20,18,20,19,20,2,3,4,11,411,51,313,126,175,47,157,206,104,102,7,7,8,3,3,0.15,47,46,52,22,2,1,2,1,41
ContainerLaunchFailAppMaster.java,1,1,1,1,7,0,7,0,2,1,1,5,5,4,0,5,1,0,0,4,84,13,54,24,24,17,24,34,17,17,4,4,4,1,2,0.31,8,8,8,5,0,3,2,0,3
ContainerLocalization.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,3,2,0,17,1,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,1,0,1,3
ContainerLocalizationCleanupEvent.java,1,1,1,1,6,0,4,2,1,0,0,2,2,2,1,2,0,0,0,2,49,6,21,15,3,22,10,13,10,3,1,1,1,1,0,1.05,2,2,2,2,0,1,0,0,2
ContainerLocalizationEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,35,6,12,6,3,17,6,9,6,3,1,1,1,1,0,1.42,2,2,2,2,0,1,0,0,3
ContainerLocalizationImpl.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,29,3,9,7,0,17,4,6,6,0,1,1,1,1,0,1.89,1,1,1,1,0,1,0,1,3
ContainerLocalizationRequestEvent.java,1,1,1,1,6,0,4,2,1,0,0,2,2,2,1,2,0,0,0,2,56,6,23,17,3,27,12,15,12,3,1,1,1,1,0,1.17,2,2,2,2,0,1,0,0,5
ContainerLocalizer.java,3,2,3,1,19,0,16,2,2,5,10,16,16,11,9,16,6,3,2,5,418,27,332,143,188,59,193,243,128,115,10,9,10,6,5,0.18,48,45,49,23,0,1,2,6,24
ContainerLogAppender.java,1,1,1,1,6,0,5,0,1,0,1,10,10,10,5,10,0,0,0,10,123,16,82,33,31,26,33,54,27,27,4,4,4,1,2,0.32,17,17,17,10,18,1,0,0,8
ContainerLogsPage.java,5,5,5,1,24,1,22,0,2,0,1,6,6,6,1,6,0,2,3,1,215,25,169,62,101,21,86,113,55,58,16,16,17,3,3,0.12,32,32,35,8,4,1,0,1,19
ContainerLogsRetentionPolicy.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,3,2,0,0,0,2,29,3,6,5,0,20,2,3,3,0,1,1,1,1,0,3.33,2,2,2,2,0,1,1,0,4
ContainerLogsUtils.java,2,2,3,1,18,0,15,1,1,7,1,7,7,0,0,7,1,3,0,3,187,16,138,66,80,33,66,86,54,32,3,3,5,1,2,0.24,18,18,21,7,0,3,0,1,3
ContainerManagementProtocol.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,173,7,34,33,0,132,20,21,21,0,0,0,0,0,0,3.88,0,0,0,0,0,3,1,0,1
ContainerManagementProtocolPB.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,3,12,11,0,17,5,6,6,0,0,0,0,0,0,1.42,0,0,0,0,0,1,0,0,2
ContainerManagementProtocolPBClientImpl.java,1,1,1,1,10,0,10,0,1,0,2,5,5,5,1,5,0,0,0,5,131,14,96,60,34,21,51,61,45,16,2,2,2,1,1,0.22,9,9,9,5,0,3,0,0,1
ContainerManagementProtocolPBServiceImpl.java,2,2,2,2,10,0,10,0,1,0,0,4,4,4,1,4,0,0,0,4,97,10,70,43,25,17,40,48,35,13,3,3,3,3,1,0.24,10,10,10,10,0,3,0,0,1
ContainerManagementProtocolProxy.java,2,2,2,1,15,0,14,0,2,0,1,12,12,12,10,12,0,4,1,7,279,32,216,81,108,31,100,137,62,75,8,8,8,4,3,0.14,33,33,35,15,0,5,1,2,5
ContainerManagerEvent.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,29,4,8,5,1,17,3,5,4,1,1,1,1,1,0,2.13,1,1,1,1,0,1,0,0,3
ContainerManagerEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,2,24,2,5,4,0,17,1,2,2,0,1,1,1,1,0,3.4,2,2,2,2,0,1,0,0,4
ContainerManagerImpl.java,3,3,3,1,22,1,19,1,3,0,2,40,40,40,17,40,1,10,12,17,1165,124,947,367,561,94,452,592,292,300,8,8,11,5,4,0.1,123,122,135,50,17,1,3,17,78
ContainerManagerSecurityInfo.java,1,1,1,1,7,0,6,0,2,0,0,4,4,4,0,4,0,0,0,4,64,10,37,18,13,17,16,22,16,6,2,2,2,1,0,0.46,5,5,5,4,0,1,0,0,5
ContainerMetrics.java,2,2,2,1,9,0,9,0,2,3,9,13,13,10,15,13,4,1,0,8,235,35,170,74,83,34,84,112,58,54,5,5,6,1,2,0.2,26,26,27,13,235,4,0,7,4
ContainerMetricsConstants.java,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,62,16,29,28,13,17,16,17,17,0,0,0,0,0,0,0.59,0,0,0,0,2,2,0,0,2
ContainerNotFoundException.java,1,1,1,1,3,0,3,0,1,0,1,3,3,3,0,3,0,0,0,3,48,7,19,12,4,22,9,13,10,3,1,1,1,1,0,1.16,3,3,3,3,0,2,0,1,1
ContainerPage.java,1,1,1,1,6.666666667,0,5.666666667,0,1.333333333,0,0,2.666666667,2.666666667,2.666666667,0.333333333,2.666666667,0,0,2.333333333,0.333333333,59.33333333,9.666666667,32.66666667,17.33333333,12.33333333,17,16.66666667,21.33333333,14.66666667,6.666666667,2.333333333,2.333333333,2.333333333,1.666666667,0.333333333,0.716666667,4,4,4,3.333333333,44,1,0,1,16
ContainerPBImpl.java,2,2,2,1,6,0,6,0,1,0,0,32,32,32,8,32,0,13,0,19,317,38,261,81,140,18,116,177,64,113,6,6,11,3,2,0.07,67,67,73,46,0,1,0,0,7
ContainerPreemptEvent.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,2,4,0,0,0,4,57,9,28,15,9,20,15,20,12,8,1,1,1,1,0,0.71,4,4,4,4,0,1,0,3,1
ContainerPreemptEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,3,2,0,0,0,2,26,3,6,5,0,17,1,2,2,0,1,1,1,1,0,2.83,2,2,2,2,0,1,0,1,1
ContainerRemoteLaunchEvent.java,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,66,10,39,20,12,17,18,25,16,9,1,1,1,1,0,0.44,6,6,6,6,0,1,1,0,3
ContainerReport.java,1,1,1,1,19,0,19,0,1,1,0,1,23,22,0,23,0,0,0,23,212,26,96,82,13,90,40,42,30,12,1,1,1,1,0,0.94,1,1,1,1,44,4,0,4,4
ContainerReportPBImpl.java,1,1,2,1,6,0,5,0,1,0,0,41,41,41,7,41,0,13,0,28,360,48,295,102,146,17,126,196,75,121,5,5,9,3,1,0.06,81,81,86,51,19,4,0,0,4
ContainerRequestEvent.java,1,1,1,1,4,0,4,0,1,1,0,7,7,6,4,7,1,0,0,6,68,12,38,19,12,18,18,26,15,11,1,1,1,1,0,0.47,7,7,7,7,0,1,0,0,2
ContainerResourceDecrease.java,2,2,3,2,10,1,9,0,1,1,0,3,7,6,0,7,0,0,0,7,78,12,45,22,19,21,19,28,13,15,6,6,8,6,2,0.47,8,8,10,8,0,1,0,0,1
ContainerResourceDecreasePBImpl.java,1,1,2,1,5,0,5,0,1,0,0,14,14,14,5,14,0,7,0,7,136,18,101,35,49,17,46,71,30,41,4,4,4,1,1,0.17,27,27,28,14,0,1,0,0,1
ContainerResourceEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,37,6,14,8,3,17,7,10,7,3,1,1,1,1,0,1.21,2,2,2,2,0,1,0,0,3
ContainerResourceFailedEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,37,6,14,8,3,17,7,10,7,3,1,1,1,1,0,1.21,2,2,2,2,0,1,1,0,4
ContainerResourceIncrease.java,2,2,3,2,11,1,10,0,1,1,0,3,9,8,0,9,0,0,0,9,84,14,50,26,20,20,22,31,15,16,6,6,8,6,2,0.4,8,8,10,8,0,1,0,0,1
ContainerResourceIncreasePBImpl.java,2,2,2,1,5,0,5,0,1,0,0,18,18,18,6,18,0,9,0,9,171,22,132,45,64,17,59,92,38,54,4,4,4,1,1,0.13,36,36,37,18,0,1,0,0,1
ContainerResourceIncreaseRequest.java,2,2,3,2,11,1,10,0,1,1,0,3,7,6,0,7,0,0,0,7,80,12,47,24,19,21,19,28,13,15,6,6,8,6,2,0.45,8,8,10,8,0,1,0,0,1
ContainerResourceIncreaseRequestPBImpl.java,1,1,2,1,6,0,6,0,1,0,0,14,14,14,5,14,0,7,0,7,141,19,105,39,50,17,46,71,30,41,4,4,4,1,1,0.16,27,27,28,14,0,1,0,0,1
ContainerResourceLocalizedEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,38,6,15,9,3,17,8,11,8,3,1,1,1,1,0,1.13,2,2,2,2,0,1,0,0,3
ContainerRollingLogAppender.java,1,1,1,1,4,0,4,0,1,0,0,6,6,6,2,6,0,0,0,6,74,11,39,20,10,24,16,25,15,10,2,2,2,1,1,0.62,7,7,7,6,11,2,0,0,2
ContainerSimulator.java,1,1,1,1,4,0,4,0,1,0,0,12,12,12,7,12,0,0,0,12,117,16,71,34,24,30,35,49,28,21,2,2,2,1,1,0.42,13,13,13,12,0,2,0,0,2
ContainersInfo.java,1,1,1,1,2.5,0,2,0,1,0,0,3,3,3,1,3,0,0,0,3,43.5,8,18,12,3,18,8,12,10,2,1,1,1,1,0,1,3,3,3,3,0,1,0,0,2
ContainersLauncher.java,2,2,2,2,16,0,14,1,1,0,1,4,4,4,7,4,0,0,2,2,148,15,105,56,48,28,62,71,44,27,6,4,6,5,2,0.27,10,8,10,8,0,1,1,1,18
ContainersLauncherEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,40,7,16,10,3,17,8,11,8,3,1,1,1,1,0,1.06,2,2,2,2,0,1,0,0,3
ContainersLauncherEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,3,2,0,0,0,2,25,2,6,5,0,18,1,2,2,0,1,1,1,1,0,3,2,2,2,2,0,1,0,0,4
ContainersMonitor.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,4,7,6,0,17,4,5,5,0,0,0,0,0,0,2.43,0,0,0,0,0,1,0,0,4
ContainersMonitorEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,39,7,15,9,3,17,7,10,7,3,1,1,1,1,0,1.13,2,2,2,2,0,1,0,0,3
ContainersMonitorEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,2,24,2,5,4,0,17,1,2,2,0,1,1,1,1,0,3.4,2,2,2,2,0,1,0,0,3
ContainersMonitorImpl.java,2,2,2,1,19,1,14,3,3,0,2,26,26,26,25,26,2,3,3,18,634,75,454,152,289,107,205,271,122,149,19,19,21,6,6,0.24,59,58,63,34,80,1,2,10,20
ContainerStartData.java,1,1,1,1,12,0,12,0,1,1,0,1,11,10,0,11,0,0,0,11,92,15,56,48,7,21,25,27,21,6,1,1,1,1,0,0.38,1,1,1,1,0,1,0,0,1
ContainerStartDataPBImpl.java,1,1,2,1,6,0,6,0,1,0,0,27,27,27,7,27,0,11,0,16,258,34,207,71,97,17,90,138,57,81,5,5,9,3,1,0.08,53,53,58,37,0,2,0,0,1
ContainerStartMonitoringEvent.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,3,4,0,0,0,4,48,8,23,11,7,17,12,17,10,7,1,1,1,1,0,0.74,4,4,4,4,7,1,1,0,5
ContainerState.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,7,2,0,0,0,2,31.5,3.5,8,7,0,20,2,3,3,0,1,1,1,1,0,2.565,2,2,2,2,0,1,1,2,9
ContainerStatus.java,1,1,1,1,9,0,9,0,1,1,0,1,9,8,0,9,0,0,0,9,117,12,45,38,6,60,20,22,17,5,1,1,1,1,0,1.33,1,1,1,1,21,1,0,2,9
ContainerStatusPBImpl.java,1,1,1,1,5,0,5,0,1,0,0,21,21,21,4,21,0,7,0,14,189,30,142,55,67,17,68,100,42,58,4,4,4,3,1,0.12,36,36,37,25,0,1,1,2,12
ContainerStopMonitoringEvent.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,29,5,7,4,1,17,3,5,4,1,1,1,1,1,0,2.43,1,1,1,1,0,1,1,1,4
ContainerTerminationContext.java,1,1,1,1,4,0,4,0,1,0,0,1,1,1,0,1,0,0,0,1,44,5,17,14,1,22,8,10,9,1,1,1,1,1,0,1.29,1,1,1,1,0,1,0,0,1
ContainerTokenIdentifier.java,1,1,1,1,5,0,5,0,2,0,2,22,22,22,1,22,0,0,1,21,218,31,157,70,57,30,68,103,53,50,5,5,5,3,1,0.19,33,33,33,24,0,1,0,4,20
ContainerTokenIdentifierForTest.java,1,1,1,1,7,0,6,0,1,0,2,17,17,17,1,17,1,0,0,16,195,32,142,63,62,21,73,101,50,51,5,5,5,3,1,0.15,27,27,27,19,0,1,0,1,1
ContainerTokenSelector.java,5,5,6,4,17,0,17,0,1,0,1,1,1,1,0,1,0,0,0,1,60,7,36,20,12,17,15,22,14,8,5,5,6,4,2,0.47,5,5,6,4,0,1,0,0,4
Content.java,1,1,1,1,1,0,1,0,5,1,1,8,4,7,9,8,1,1,0,6,72,9,33,20,7,30,8,15,11,4,1,1,1,1,0,0.91,8,8,8,8,0,2,0,1,2
ContentCounts.java,1,1,1,1,3,0,3,0,2,0,0,23,23,23,4,23,0,1,0,22,146,26,91,33,33,29,40,65,32,33,1,1,1,1,0,0.32,23,23,23,23,146,1,0,0,1
ContentSummary.java,1,1,1,1,6,0,5,1,2,1,5,33,33,32,16,33,0,2,0,31,339,43,219,87,110,77,118,167,75,92,4,4,4,4,2,0.35,49,49,49,39,155,1,0,1,8
ContentSummaryComputationContext.java,1,1,3,1,15,1,9,4,1,0,0,6,6,6,7,6,0,0,0,6,131,14,74,28,48,43,39,50,24,26,5,5,12,4,1,0.58,11,11,19,9,28,3,0,5,2
ContentSummaryServlet.java,2,2,2,1,33,1,30,2,2,0,1,2,2,2,0,2,0,0,0,2,84,6,57,29,30,21,37,43,26,17,3,3,3,1,2,0.37,5,5,5,2,0,1,1,0,5
Context.java,0,0,0,0,0,0,0,0,1,0,0,0,14,14,0,14,14,0,0,0,80,18,31,30,0,31,29,30,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,14
ContextFactory.java,4,4,4,3.5,30,0,20.5,9,1,2,7.5,6.5,6.5,4.5,5,6.5,0,0.5,0.5,5.5,227,14.5,145.5,48.5,91.5,67,67.5,86,37,49,5.5,5.5,5.5,4,2.5,0.54,16.5,16.5,16.5,11.5,0,1,1,3,9
ContractOptions.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,177,27,28,27,23,122,24,25,25,0,0,0,0,0,0,4.36,0,0,0,0,7,2,0,1,2
Contracts.java,1,1,1,1,11,0,5,6,1,5,0,6,6,1,0,6,0,1,0,5,101,9,36,10,15,56,12,24,9,15,2,2,2,1,1,1.56,11,11,11,6,0,1,0,0,3
ContractTestUtils.java,2,2,2,1,18,0,10,7,1,43,6,43,43,0,0,43,0,0,0,43,898,70,485,193,275,343,213,308,141,167,7,7,7,5,4,0.71,86,86,88,54,139,2,0,0,2
ContractValidationException.java,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,37,6,11,8,2,20,5,7,6,1,1,1,1,1,0,1.82,1,1,1,1,0,3,0,0,1
ControlledClock.java,1,1,1,1,3,0,3,0,1,0,0,4,4,4,2,4,0,0,0,4,42,4,21,9,7,17,8,14,8,6,2,2,2,1,1,0.81,5,5,5,4,0,1,0,0,5
ControlledJob.java,1,1,2,1,10,0,6,3,2,0,2,25,23,25,11,25,1,1,2,21,344,33,200,59,104,115,96,143,57,86,8,8,12,6,5,0.57,47,47,55,30,2,1,0,1,6
Controller.java,1,1,1,1,4,0,3,0,2,0,2,34,35,35,12,35,1,0,5,29,254,44,170,73,75,43,88,134,71,63,4,4,4,1,3,0.25,44,44,44,34,0,1,0,1,3
ConverterUtils.java,2,2,2,1,11,0,9,1,1,17,3,17,17,0,0,17,0,3,0,14,262,28,182,78,94,53,79,113,60,53,5,5,5,3,2,0.29,36,36,36,21,9,1,1,1,26
CopyCommands.java,2,2,3,1,14,0,13,0,8,1,22,14,14,13,4,14,0,1,12,1,371,37,291,102,179,46,127,178,80,98,7,7,7,4,4,0.16,40,40,42,17,0,1,3,2,24
CopyCommitter.java,2,2,4,1,26,3,20,3,1,0,1,9,9,9,4,9,0,6,0,3,316,43,210,94,145,63,128,160,83,77,5,5,8,4,3,0.3,26,26,36,14,4,7,2,4,7
CopyListing.java,2,2,2,1,17,0,10,6,5,1,0,10,14,13,1,14,0,1,7,6,277,26,137,63,68,115,68,94,53,41,7,7,7,3,4,0.84,20,20,20,12,18,6,0,1,6
CopyListingFileStatus.java,2,2,2,1,12,0,9,2,1,0,5,11,11,11,2,11,0,0,0,11,218,20,143,55,77,55,77,104,52,52,7,7,7,3,4,0.38,27,27,28,13,8,4,0,2,4
CopyMapper.java,2,2,3,1,15,1,12,1,3,3,1,17,13,14,19,17,0,11,0,6,376,46,273,110,162,68,129,173,79,94,9,9,10,7,4,0.25,45,45,54,30,5,8,1,4,8
CopyMethod.java,1,1,1,1,4,0,3,1,1,0,0,2,2,2,0,2,0,0,0,2,41,5,11,6,2,25,4,7,5,2,1,1,1,1,0,2.27,2,2,2,2,0,1,0,0,1
CopyOutputFormat.java,1,1,1,1,9,0,5,3,1,6,0,8,8,2,0,8,0,2,0,6,124,15,57,23,25,52,24,37,21,16,3,3,3,1,1,0.91,12,12,14,8,4,2,0,0,2
CoreTestDriver.java,1,1,1,1,7,0,7,0,1,1,0,4,4,3,1,4,0,0,0,4,66,9,37,13,18,20,19,26,13,13,2,2,2,1,1,0.54,6,6,6,4,0,1,0,0,8
CorruptFileBlockIterator.java,1,1,1,1,7,0,5,0,1,0,0,7,7,7,7,7,0,3,0,4,102,18,57,25,28,27,32,43,23,20,3,3,4,1,1,0.47,10,10,11,7,0,1,0,0,5
CorruptFileBlocks.java,1,1,1,1,5,0,5,0,1,0,1,6,6,6,2,6,0,0,0,6,75,12,40,16,17,23,17,28,15,13,3,3,4,3,1,0.57,9,9,10,8,0,1,0,0,9
CorruptReplicasMap.java,2,2,3,1,15,0,9,5,2,0,0,12,10,12,7,12,10,0,0,2,245,28,130,43,71,94,53,84,34,50,8,8,10,6,3,0.72,32,32,37,20,42,1,1,5,14
Count.java,1,1,1,1,6,0,4,2,1,1,5,7,7,6,2,7,2,0,2,3,112,13,60,36,24,40,28,37,26,11,2,2,2,1,1,0.67,8,8,8,7,0,1,5,2,16
Counter.java,0,0,0,0,0,0,0,0,1,0,0,0,6.5,6.5,0,6.5,3.5,0,0,3,56,6.5,13.5,12.5,0,36,9.5,10.5,10.5,0,0,0,0,0,0,2.475,0,0,0,0,0,1,1,0,9
CounterGroup.java,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,5,0,0,0,5,35,4.5,11,10,0,19.5,8,9,9,0,0,0,0,0,0,1.98,0,0,0,0,0,1,1,0,7
