File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors
TestTotalOrderPartitioner.java,1,1,1,1,15,0,15,0,3,1,2,7,7,6,2,7,1,1,0,5,188,13,157,62,103,27,91,112,54,58,3,3,3,1,2,0.17,12,12,12,7,0,1,0,0,4
TestTraceAdmin.java,1,1,1,1,21,0,21,0,1,0,1,3,3,3,0,3,0,2,0,1,99,6,76,30,52,17,43,49,25,24,1,1,1,1,1,0.22,3,3,3,3,12,4,0,4,4
TestTraceUtils.java,1,1,1,1,10,0,10,0,1,0,0,2,2,2,0,2,0,0,0,2,51,3,31,23,15,17,22,25,20,5,1,1,1,1,0,0.55,2,2,2,2,51,1,0,3,1
TestTracing.java,1,1,1,1,13,0,12,0,4,4,5,15,15,11,0,15,1,2,0,12,283,32,216,114,126,35,114,148,87,61,3,3,3,3,2,0.16,27,27,27,17,179,7,1,3,7
TestTracingShortCircuitLocalRead.java,1,1,1,1,14,1,13,0,1,2,7,3,3,1,0,3,0,0,0,3,101,9,75,42,34,17,54,59,37,22,1,1,2,1,1,0.23,3,3,4,3,8,3,0,3,3
TestTransferFsImage.java,2,2,2,1,23,1,19,3,2,0,2,6,6,6,0,6,0,0,2,4,214,23,156,73,93,35,81,100,59,41,3,3,3,1,2,0.22,12,12,12,6,0,1,2,0,12
TestTransferRbw.java,2,2,3,1,28,2,24,1,1,2,3,3,3,1,0,3,0,2,0,1,144,14,107,60,59,23,83,89,55,34,4,4,5,1,2,0.21,7,7,9,3,0,1,0,0,8
TestTrash.java,2,2,2,1,24,2,18,3,4,9,1,26,26,17,1,26,3,0,4,19,716,92,523,155,369,114,301,364,138,226,20,20,21,3,3,0.22,59,59,61,28,0,1,5,3,25
TestTriggerBlockReport.java,1,1,1,1,27,2,20,4,1,0,0,3,3,3,0,3,0,1,0,2,134,13,89,42,50,32,48,54,36,18,3,3,3,1,1,0.36,5,5,5,3,134,2,0,0,2
TestTruncatedInputBug.java,4,4,4,3,36,4,24,8,1,0,1,2,2,2,0,2,0,1,0,1,109,14,59,20,38,37,36,46,19,27,6,6,6,5,3,0.63,8,8,8,6,0,1,0,0,6
TestTruncateQuotaUpdate.java,1,1,1,1,10,0,7,2,5,0,6,14,16,16,3,16,0,2,0,14,248,30,149,76,78,69,88,108,60,48,2,2,2,1,1,0.46,15,15,15,14,248,1,0,1,1
TestTupleWritable.java,2,2,2,1,14,0,13,0,2,0,0,21,21,21,2,21,0,8,0,13,375,37,305,143,198,33,178,228,116,112,5,5,6,5,2,0.11,47,47,48,27,0,1,0,0,4
TestTwoColumnCssPage.java,1,1,1,1,4,0,4,0,3,1,0,6,6,5,0,6,0,0,0,6,69,9,43,20,14,17,21,31,19,12,2,2,2,1,1,0.4,7,7,7,6,0,1,0,0,4
TestTwoColumnLayout.java,1,1,1,1,3,0,3,0,2,1,0,3,3,2,0,3,0,0,0,3,44,6,21,11,5,17,10,15,10,5,1,1,1,1,0,0.81,3,3,3,3,0,1,0,0,4
TestTypeConverter.java,2,2,2,1,25,1,22,1,1,0,0,6,6,6,0,6,0,0,0,6,211,19,166,74,110,27,118,136,64,72,6,6,6,1,1,0.16,12,12,12,6,6,1,3,2,13
TestTypedBytesStreaming.java,1,1,1,1,8,0,7,0,1,0,0,5,5,5,6,5,0,0,2,3,91,11,61,31,35,19,38,44,28,16,1,1,1,1,0,0.31,5,5,5,5,0,1,0,0,4
TestTypedBytesWritable.java,1,1,1,1,13,0,13,0,1,0,0,2,2,2,0,2,0,0,0,2,62,7,38,19,23,17,32,35,19,16,1,1,1,1,0,0.45,2,2,2,2,0,1,0,0,4
TestUberAM.java,1,1,1,1,11,0,9,0,1,1,1,9,9,8,0,9,0,0,3,6,164,20,120,56,59,24,60,77,39,38,5,5,6,1,2,0.2,14,14,15,9,0,1,1,0,7
TestUdpServer.java,1,1,1,1,10,1,9,0,3,6,0,8,8,2,0,8,5,0,0,3,135,20,91,38,55,24,59,71,34,37,3,3,3,1,1,0.26,10,10,10,8,0,2,0,0,2
TestUGILoginFromKeytab.java,1,1,1,1,13,0,10,2,1,0,0,3,3,3,3,3,0,0,0,3,91,12,50,29,24,29,33,38,25,13,2,2,2,1,1,0.58,4,4,4,3,91,1,1,0,1
TestUGIWithExternalKdc.java,1,1,1,1,14,2,12,0,1,0,0,2,2,2,0,2,0,0,0,2,74,11,38,20,19,25,23,27,17,10,2,2,2,1,1,0.66,3,3,3,2,0,2,0,0,2
TestUmbilicalProtocolWithJobToken.java,1,1,1,1,30,1,28,0,2,0,3,2,2,2,0,2,0,0,0,2,130,16,91,49,48,23,63,68,45,23,2,2,2,1,1,0.25,3,3,3,2,0,1,0,1,7
TestUnbuffer.java,3,3,3,1,43,3,31,9,1,0,1,2,2,2,0,2,0,0,0,2,127,10,82,35,53,35,55,66,33,33,4,4,4,1,2,0.43,7,7,7,2,127,1,0,0,1
TestUnconsumedInput.java,1,1,1,1,13,0,12,0,1,0,0,4,4,4,6,4,0,0,2,2,107,13,75,35,43,19,44,52,33,19,2,2,2,1,2,0.25,6,6,6,4,0,1,0,0,1
TestUnderReplicatedBlockQueues.java,1,1,1,1,28,1,19,7,1,0,0,3,3,3,0,3,0,2,0,1,118,12,68,26,44,38,43,49,19,30,3,3,3,3,2,0.56,5,5,5,5,19,2,0,0,2
TestUnderReplicatedBlocks.java,1,1,1,1,50,7,30,13,1,0,0,2,2,2,0,2,0,0,0,2,143,21,79,44,54,45,56,61,39,22,1,1,1,1,1,0.57,2,2,2,2,0,1,1,1,12
TestUniformSizeInputFormat.java,1,1,2,1,16,1,14,0,1,4,6,7,7,3,0,7,0,3,0,4,187,25,142,82,84,20,96,113,74,39,4,4,6,4,3,0.14,13,13,15,10,0,4,2,0,4
TestUniqNames.java,1,1,1,1,7,1,6,0,1,0,0,2,2,2,0,2,0,0,0,2,42,7,18,8,9,17,12,15,8,7,1,1,1,1,0,0.94,2,2,2,2,0,1,0,0,3
TestUnmanagedAMLauncher.java,2,2,2,1,22,0,21,0,2,4,3,7,7,3,0,7,0,1,0,6,219,17,178,85,115,24,97,115,62,53,4,4,4,1,2,0.13,16,16,16,7,0,1,3,0,15
TestUpdatePipelineWithSnapshots.java,2,2,2,1,66,7,46,13,1,0,0,1,1,1,0,1,0,0,0,1,109,12,66,34,40,31,41,47,30,17,2,2,2,1,3,0.47,2,2,2,1,0,1,0,0,1
TestURIFragments.java,1,1,1,1,86,4,75,59,1,0,0,1,1,1,0,1,0,0,0,1,115,8,83,8,73,76,26,28,7,21,1,1,1,1,0,0.92,1,1,1,1,0,1,0,0,4
TestURLConnectionFactory.java,1,1,1,1,11,0,10,0,2,0,0,2,2,2,0,2,0,0,0,2,50,6,27,16,12,18,17,20,15,5,1,1,1,1,0,0.67,2,2,2,2,0,3,0,2,2
TestUrlStreamHandler.java,4,4,4,1,55,12,30,13,1,0,1,2,2,2,0,2,0,0,0,2,159,32,81,43,53,46,65,76,43,33,5,5,5,1,2,0.57,8,8,8,2,0,1,1,1,7
TestUrlStreamHandlerFactory.java,2,2,2,1,14,1,12,1,2,0,4,3,3,3,0,3,0,1,0,2,80,10,48,22,27,23,30,40,25,15,5,5,5,3,2,0.48,8,8,8,5,0,1,1,1,1
TestUserDefinedCounters.java,1,1,1,1,12,2,10,0,3,1,1,6,4,5,4,6,0,1,0,5,132,26,89,43,53,17,61,70,38,32,3,3,3,1,2,0.19,8,8,8,6,0,1,0,0,5
TestUserFromEnv.java,1,1,1,1,5,0,5,0,1,0,0,1,1,1,0,1,0,0,0,1,32,4,12,7,3,16,6,8,6,2,1,1,1,1,0,1.33,1,1,1,1,0,1,0,0,1
TestUserGroupInformation.java,1,1,1,1,15,0,12,1,11,3,7,52,52,49,2,52,0,5,0,47,894,98,678,277,455,124,405,484,207,277,7,7,7,1,2,0.18,76,76,77,52,5,1,13,6,41
TestUserResolve.java,1,1,1,1,20,1,13,6,1,2,3,6,6,4,0,6,0,3,0,3,172,19,98,36,64,56,55,65,30,35,2,2,2,1,1,0.57,8,8,8,6,0,1,1,0,5
TestUTF8.java,1,1,1,1,11,1,8,2,1,1,1,11,11,10,0,11,0,1,0,10,178,26,105,47,65,47,66,85,47,38,2,2,2,1,1,0.45,18,18,18,11,8,1,2,0,12
TestUtils.java,2.5,2.5,2.5,1,12,1,10.5,0,3.5,4,3,8,8,4,0.5,8,0,0,0,8,149,16,110.5,53,59,26,60.5,76,49.5,26.5,2.5,2.5,2.5,1,0.5,0.315,11,11,11,8,0,1,2,10,36
TestV2LsOperations.java,1,1,1,1,14,0,10,3,1,1,0,6,6,5,1,6,0,1,0,5,129,12,78,37,43,39,41,52,30,22,3,3,3,1,2,0.5,9,9,9,6,0,2,0,0,1
TestValidateConfigurationSettings.java,2,2,2,1,25,3,17,5,1,0,0,4,4,4,0,4,0,0,0,4,150,20,90,42,52,44,54,65,35,30,4,4,4,3,2,0.49,9,9,9,6,0,1,4,0,11
TestValueIterReset.java,7,6,7,4,53,8,41,4,3,4,7,9,9,5,0,9,0,5,0,4,571,91,419,98,295,61,259,323,84,239,18,18,18,14,3,0.15,64,61,64,39,0,1,0,0,4
TestValueQueue.java,1,1,1,1,12,0,9,3,3,0,0,11,11,11,3,11,1,0,0,10,204,15,139,65,77,50,80,95,46,49,2,2,2,1,1,0.36,12,12,12,11,0,2,0,1,1
TestVersionedWritable.java,1,1,1,1,6,0,5,0,4,2,3,14,14,12,6,14,0,0,0,14,187,51,111,45,61,29,60,87,37,50,8,8,8,8,2,0.26,23,23,23,21,0,1,0,0,7
TestVersionUtil.java,1,1,1,1,36,4,29,3,1,1,0,2,2,1,0,2,0,1,0,1,102,14,64,7,54,24,56,59,6,53,1,1,1,1,0,0.38,2,2,2,2,0,2,1,0,3
TestViewFileSystemAtHdfsRoot.java,1,1,1,1,6,0,5,0,1,2,3,7,7,5,0,7,3,0,1,3,102,14,62,34,19,27,30,41,26,15,2,2,2,1,1,0.44,9,9,9,7,0,7,2,0,7
TestViewFileSystemDelegation.java,1,1,1,1,8,0,7,0,2,3,4,11,11,8,2,11,2,1,0,8,165,22,118,58,62,26,83,96,49,47,1,1,1,1,0,0.22,11,11,11,11,0,4,0,1,4
TestViewFileSystemDelegationTokenSupport.java,1,1,1,1,8,0,7,1,2,2,5,13,13,11,1,13,2,0,0,11,193,29,132,72,65,38,88,103,57,46,1,1,1,1,0,0.29,13,13,13,13,0,4,1,1,4
TestViewFileSystemHdfs.java,1,1,1,1,6,0,5,0,1,2,6,10,10,8,2,10,5,0,1,4,138,22,96,50,36,21,51,62,37,25,1,1,1,1,0,0.22,10,10,10,10,0,1,3,1,13
TestViewFileSystemLocalFileSystem.java,1,1,1,1,5,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,56,10,20,13,4,26,10,13,9,4,1,1,1,1,0,1.3,2,2,2,2,0,1,0,0,6
TestViewFileSystemWithAcls.java,1,1,1,1,16,1,13,1,1,2,4,7,7,5,9,7,0,2,0,5,190,23,134,53,79,33,88,96,45,51,1,1,1,1,0,0.25,7,7,7,7,0,1,0,1,1
TestViewFileSystemWithAuthorityLocalFileSystem.java,1,1,1,1,9,0,8,1,1,0,0,3,3,3,1,3,0,0,0,3,81,9,44,22,18,29,22,26,16,10,1,1,1,1,0,0.66,3,3,3,3,0,1,0,0,1
TestViewFileSystemWithXAttrs.java,1,1,1,1,13,1,10,1,1,2,8,6,6,4,9,6,0,1,0,5,151,19,100,42,57,32,75,82,36,46,1,1,1,1,0,0.32,6,6,6,6,0,1,0,1,1
TestViewFsAtHdfsRoot.java,1,1,1,1,6,0,4,1,1,2,3,6,6,4,0,6,2,0,1,3,100,13,56,34,16,31,31,39,26,13,2,2,2,1,1,0.55,7,7,7,6,0,6,3,1,6
TestViewFsConfig.java,1,1,1,1,12,1,11,0,3,0,0,4,4,4,0,4,0,0,3,1,74,13,44,16,24,19,19,24,18,6,1,1,1,1,0,0.43,4,4,4,4,0,1,0,0,4
TestViewfsFileStatus.java,1,1,1,1,17,1,16,0,1,1,1,3,3,2,0,3,0,0,0,3,112,14,73,43,39,25,50,56,36,20,2,2,2,1,1,0.34,4,4,4,3,0,1,0,1,6
TestViewFsFileStatusHdfs.java,1,1,1,1,14,0,11,2,1,2,8,4,4,2,0,4,0,0,0,4,126,14,82,52,41,30,59,64,43,21,1,1,1,1,0,0.37,4,4,4,4,0,1,0,0,8
TestViewFsHdfs.java,1,1,1,1,6,0,5,1,1,2,3,5,5,3,0,5,1,0,1,3,87,15,50,32,15,22,29,35,24,11,1,1,1,1,0,0.44,5,5,5,5,0,1,3,1,10
TestViewFsLocalFs.java,1,1,1,1,4,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,43,8,17,11,3,18,7,10,7,3,1,1,1,1,0,1.06,2,2,2,2,0,1,0,0,5
TestViewFsTrash.java,1,1,1,1,4,0,4,0,2,0,0,6,6,6,5,6,2,0,0,4,78,9,52,29,16,18,29,37,25,12,1,1,1,1,0,0.35,6,6,6,6,0,1,0,0,10
TestViewFsURIs.java,1,1,1,1,6,1,5,1,1,0,0,1,1,1,0,1,0,0,0,1,35,4,14,10,3,18,9,11,9,2,1,1,1,1,0,1.29,1,1,1,1,0,1,1,0,1
TestViewFsWithAcls.java,1,1,1,1,16,1,13,1,1,2,4,7,7,5,9,7,0,2,0,5,190,23,134,53,79,33,88,96,45,51,1,1,1,1,0,0.25,7,7,7,7,0,1,0,1,1
TestViewFsWithAuthorityLocalFs.java,1,1,1,1,9,0,7,1,1,0,0,3,3,3,1,3,0,0,0,3,79,10,41,20,17,29,19,23,14,9,1,1,1,1,0,0.71,3,3,3,3,0,1,0,0,5
TestViewFsWithXAttrs.java,1,1,1,1,13,1,10,1,1,2,8,6,6,4,9,6,0,1,0,5,148,19,97,41,55,32,74,81,35,46,1,1,1,1,0,0.33,6,6,6,6,0,1,0,1,1
TestVLong.java,1,1,1,1,8,0,8,0,1,0,1,13,13,13,4,13,0,2,0,11,161,20,124,53,71,17,81,104,57,47,4,4,4,1,1,0.14,22,22,22,13,0,1,2,0,7
TestVolumeId.java,1,1,1,1,17,2,12,1,1,1,0,6,6,5,0,6,0,3,0,3,146,25,85,29,58,36,57,69,25,44,3,3,3,3,2,0.42,11,11,11,8,0,3,1,0,3
TestWasbFsck.java,1,1,1,1,14,1,9,3,1,0,0,6,6,6,3,6,0,2,0,4,134,18,79,37,42,38,55,65,33,32,3,3,3,1,2,0.48,8,8,8,6,134,2,0,0,1
TestWasbUriAndConfiguration.java,1,1,1,1,14,1,10,2,1,2,3,21,21,19,3,21,0,6,0,15,395,53,273,127,177,74,165,198,104,94,4,4,4,1,2,0.27,30,30,30,21,395,3,0,1,3
TestWebApp.java,1,1,1,1,10,0,9,0,7,4,1,25,25,21,1,25,5,0,0,20,327,33,257,86,162,42,134,174,86,88,3,3,3,1,2,0.16,33,33,33,25,0,1,1,2,8
TestWebAppProxyServer.java,1,1,1,1,6,0,6,0,1,0,0,4,4,4,2,4,0,0,0,4,72,10,45,25,18,17,25,33,22,11,3,3,3,1,2,0.38,6,6,6,4,0,4,3,0,4
TestWebAppProxyServlet.java,2,2,2,1,18,0,16,1,5,2,3,14,14,12,4,14,0,3,3,8,382,42,298,118,189,48,184,222,102,120,7,7,7,7,3,0.16,30,30,31,23,107,8,3,5,8
TestWebAppTests.java,1,1,1,1,8,0,8,0,6,0,1,6,6,6,0,6,0,1,1,4,103,16,70,37,35,17,41,52,35,17,1,1,1,1,0,0.24,6,6,6,6,0,1,0,0,3
TestWebAppUtils.java,1,1,1,1,16,2,12,1,2,0,0,6,6,6,3,6,0,0,1,5,150,24,102,49,60,25,61,70,40,30,2,2,2,1,1,0.25,7,7,7,6,0,2,1,1,2
TestWebDelegationToken.java,1,1,1,1,18,1,16,0,20,1,4,49,49,48,3,49,0,3,14,32,972,130,799,301,513,52,452,540,220,320,5,5,5,1,2,0.07,70,70,71,49,0,5,2,4,5
TestWebHDFS.java,1,1,1,1,20,1,17,1,4,4,3,23,23,19,3,23,8,0,0,15,571,59,458,195,316,55,281,331,166,165,4,4,4,1,3,0.12,43,43,43,23,45,1,4,17,14
TestWebHDFSAcl.java,1,1,1,1,7,0,3,4,1,1,0,4,4,3,0,4,0,0,2,2,72,6,29,19,5,37,11,16,12,4,1,1,1,1,0,1.28,4,4,4,4,6,2,0,0,2
TestWebHdfsContentLength.java,1,1,1,1,10,0,10,1,2,2,8,12,12,10,0,12,0,2,0,10,197,20,159,69,93,28,90,114,59,55,3,3,3,1,1,0.18,23,23,23,12,0,1,0,1,1
TestWebHdfsDataLocality.java,3,3,3,1,76,11,60,8,1,0,4,2,2,2,0,2,0,0,0,2,216,29,157,88,100,37,106,116,78,38,5,5,5,1,3,0.24,7,7,7,2,8,5,2,3,5
TestWebHdfsFileSystemContract.java,2,2,2,1,39,4,32,4,1,0,2,12,12,12,2,12,0,0,2,10,566,70,437,165,319,72,306,341,155,186,5,5,5,1,2,0.16,29,29,29,12,4,2,7,4,27
TestWebHDFSForHA.java,2,2,2,1,32,4,27,0,2,0,3,6,6,6,0,6,0,0,0,6,247,35,191,71,132,23,124,145,65,80,3,3,3,1,1,0.12,13,13,13,6,0,7,5,0,3
TestWebHdfsTimeouts.java,2,2,2,1,18,0,12,5,3,0,5,15,15,15,6,15,0,3,0,12,332,24,211,74,122,99,121,151,65,86,5,5,6,4,3,0.47,31,31,32,18,0,6,0,4,6
TestWebHdfsTokens.java,1,1,1,1,19,1,17,1,6,1,1,21,21,20,1,21,1,4,0,16,493,48,405,117,289,46,286,326,105,221,8,8,8,1,2,0.11,35,35,36,21,0,7,2,4,6
TestWebHdfsUrl.java,1,1,1,1,29,3,23,2,1,0,0,9,9,9,1,9,0,2,0,7,336,43,255,107,190,39,119,130,85,45,2,2,2,1,1,0.15,10,10,10,9,0,1,1,4,14
TestWebHdfsWithAuthenticationFilter.java,1,1,1,1,6,0,6,0,2,2,4,6,6,4,0,6,0,0,0,6,103,12,73,41,24,19,41,51,34,17,2,2,2,1,1,0.26,8,8,8,6,0,1,1,1,1
TestWebHdfsWithMultipleNameNodes.java,2,2,2,1,15,1,13,1,1,6,4,7,7,1,0,7,0,4,0,3,171,22,122,56,66,28,93,112,61,51,9,9,9,1,2,0.23,19,19,19,7,13,4,1,0,4
TestWebHDFSXAttr.java,1,1,1,1,9,0,3,6,1,0,0,1,1,1,0,1,0,0,1,0,36,2,8,5,1,26,3,5,4,1,1,1,1,1,0,3.25,1,1,1,1,0,1,0,0,1
TestWeightedRoundRobinMultiplexer.java,1,1,1,1,16,1,13,1,1,0,1,6,6,6,1,6,0,0,0,6,142,22,95,25,65,26,71,80,21,59,2,2,2,1,1,0.27,8,8,8,6,0,1,0,0,1
TestWhitelistBasedResolver.java,1,1,1,1,41,12,26,3,1,0,1,3,3,3,0,3,0,0,0,3,163,46,91,26,74,26,69,72,25,47,1,1,1,1,0,0.29,3,3,3,3,0,3,0,0,1
TestWindowsBasedProcessTree.java,1,1,1,1,17,1,16,0,2,0,1,3,3,3,1,3,1,0,0,2,91,10,64,18,44,17,47,53,14,39,2,2,2,1,1,0.27,4,4,4,3,19,4,1,1,4
TestWindowsResourceCalculatorPlugin.java,1,1,1,1,12,0,9,2,2,0,0,4,4,4,1,4,1,0,0,3,86,11,49,17,30,26,33,39,13,26,1,1,1,1,0,0.53,4,4,4,4,0,2,1,0,2
TestWinUtils.java,1,1,1,1,20,2,15,3,1,0,2,25,25,25,0,25,0,12,0,13,612,94,412,126,310,106,260,301,101,200,6,6,6,1,1,0.26,40,40,40,25,68,7,0,2,7
TestWordStats.java,3,3,3,2,18,2,14,1,4,1,4,11,11,10,7,11,0,0,0,11,289,49,197,84,128,43,122,163,89,74,10,10,12,6,5,0.22,33,33,35,23,0,3,1,1,3
TestWorkPreservingRMRestart.java,1,1,1,1,31,3,25,3,4,2,6,27,27,25,3,27,0,7,1,19,1014,118,765,356,527,131,506,548,261,287,4,4,4,3,2,0.17,40,40,41,29,140,2,2,11,25
TestWrappedRecordReaderClassloader.java,1,1,1,1,4,0,4,0,5,2,0,18,18,16,4,18,0,0,0,18,158,29,107,56,36,22,48,71,51,20,1,1,1,1,0,0.21,18,18,18,18,0,1,0,0,4
TestWrappedRRClassloader.java,1,1,1,1,10,1,7,1,4,0,0,4,4,4,0,4,0,0,0,4,87,13,50,30,21,24,24,32,25,7,1,1,1,1,0,0.48,4,4,4,4,0,1,0,0,4
TestWritable.java,1,1,1,1,6,0,4,0,5,4,5,23,23,19,2,23,0,0,0,23,219,39,145,69,79,36,82,111,60,51,2,2,2,1,1,0.25,24,24,24,23,0,1,2,0,10
TestWritableJobConf.java,1,1,1,1,12,0,11,0,1,0,1,5,5,5,0,5,0,2,0,3,106,16,70,39,40,20,48,58,37,21,5,5,5,1,2,0.29,9,9,9,5,0,1,0,0,5
TestWritableName.java,1,1,1,1,6,0,5,0,2,1,2,9,9,8,1,9,0,0,0,9,111,23,67,34,34,21,38,51,31,20,2,2,2,1,1,0.31,11,11,11,9,0,1,0,0,9
TestWritableSerialization.java,1,1,1,1,6,0,5,0,2,0,2,7,7,7,1,7,2,0,0,5,102,16,66,43,33,20,46,56,37,19,2,2,2,1,1,0.3,8,8,8,7,0,1,0,0,11
TestWritableUtils.java,2,2,2,1,19,0,19,0,1,3,1,3,3,0,0,3,0,0,0,3,90,8,65,17,47,17,47,55,16,39,4,4,4,1,2,0.26,7,7,7,3,0,1,1,0,7
TestWriteBlockGetsBlockLengthHint.java,1,1,1,1,8,0,7,1,3,1,2,6,6,5,0,6,0,0,0,6,108,14,66,34,28,29,30,40,27,13,1,1,1,1,1,0.44,6,6,6,6,3,4,0,0,2
TestWriteConfigurationToDFS.java,2,2,2,1,26,0,26,1,1,0,0,1,1,1,0,1,0,0,0,1,61,3,36,16,22,23,28,32,16,16,2,2,2,1,2,0.64,2,2,2,1,0,1,1,0,4
TestWriteManySmallFiles.java,3,3,3,1,60,3,54,3,1,0,1,1,1,1,0,1,0,0,0,1,96,9,67,30,51,20,56,60,31,29,3,3,3,1,1,0.3,3,3,3,1,0,1,0,0,1
TestWriteRead.java,3,3,3,1,21,2,17,2,1,1,6,19,19,18,12,19,0,13,0,6,513,70,382,116,282,68,210,271,105,166,17,17,19,5,4,0.18,69,69,73,23,0,1,1,1,6
TestWrites.java,1,1,1,1,58,7,46,5,1,0,0,10,10,10,0,10,0,1,0,9,671,89,509,203,424,78,401,421,169,252,4,4,4,3,2,0.15,18,18,18,12,0,1,3,2,19
TestWriteToReplica.java,4,4,4,1,48,5,40,2,1,0,6,9,9,9,0,9,0,5,0,4,504,64,400,76,319,44,186,231,67,164,11,11,11,1,1,0.11,40,40,40,9,14,1,1,4,9
TestXAttr.java,1,1,1,1,18,0,18,0,1,1,6,3,3,2,0,3,0,0,0,3,94,7,67,15,49,20,33,37,12,25,1,1,1,1,0,0.3,3,3,3,3,0,2,0,0,2
TestXAttrCLI.java,1,1,1,1,7,0,6,0,1,0,0,6,6,6,3,6,0,0,3,3,99,14,68,33,30,18,38,47,24,23,3,3,3,1,1,0.26,8,8,8,6,0,1,0,1,1
TestXAttrCommands.java,1,1,1,1,10,1,9,0,1,0,0,5,5,5,3,5,0,1,0,4,98,14,67,26,37,17,43,49,21,28,1,1,1,1,0,0.25,5,5,5,5,0,1,0,0,1
TestXAttrConfigFlag.java,1,1,1,1,9,0,6,2,1,0,1,9,9,9,3,9,0,3,0,6,150,17,87,39,40,46,53,65,30,35,2,2,2,1,1,0.53,11,11,11,9,0,1,0,1,1
TestXAttrsWithHA.java,1,1,1,1,15,2,12,1,1,0,7,3,3,3,4,3,0,0,0,3,114,17,72,41,36,25,55,60,38,22,2,2,2,1,1,0.35,4,4,4,3,0,1,0,1,1
TestXAttrWithSnapshot.java,1,1,1,1,19,1,13,4,1,6,16,15,15,9,2,15,0,4,0,11,395,50,263,84,182,82,211,229,69,160,2,2,2,1,1,0.31,17,17,17,15,71,6,1,0,6
TestXDR.java,2,2,2,1,8,0,7,0,1,0,1,3,3,3,0,3,0,2,0,1,52,6,29,14,17,17,23,31,17,14,3,3,3,1,1,0.59,7,7,7,3,0,4,0,0,4
TestXException.java,1,1,1,1,6,0,5,0,2,0,0,4,2,4,1,4,0,0,0,4,64,12,35,15,19,17,25,28,12,16,1,1,1,1,0,0.49,4,4,4,4,0,2,0,1,2
TestXMLUtils.java,1,1,1,1,5,0,5,0,1,3,0,9,9,6,0,9,0,3,0,6,88,10,59,24,25,19,23,35,16,19,3,3,3,1,1,0.32,11,11,11,9,0,3,1,0,3
TestYarnApiClasses.java,1,1,1,1,15,3,8,3,1,0,0,4,4,4,1,4,0,1,0,3,113,29,53,34,28,31,39,44,30,14,1,1,1,1,0,0.58,4,4,4,4,0,1,0,0,1
TestYarnCLI.java,1,1,1,1,37,1,35,0,1,0,0,37,37,37,5,37,0,11,0,26,1524,100,1390,368,1200,42,1033,1091,296,795,8,8,10,6,3,0.03,56,56,58,42,148,4,10,8,40
TestYarnClient.java,1,1,1,1,19,1,17,0,5,0,0,52,52,52,11,52,2,8,2,40,1217,125,1033,418,688,65,566,669,319,350,6,6,10,6,3,0.06,94,94,102,59,297,2,5,11,35
TestYarnClientProtocolProvider.java,2,2,2,1,26,2,24,0,2,0,1,3,3,3,0,3,0,0,1,2,130,17,96,43,56,17,57,68,38,30,5,5,5,1,1,0.18,8,8,8,3,0,1,1,1,8
TestYarnConfiguration.java,1,1,1,1,32,3,26,3,1,0,0,5,5,5,0,5,0,0,0,5,206,28,146,33,115,34,63,69,27,42,1,1,1,1,0,0.23,5,5,5,5,0,3,1,3,8
TestYarnConfigurationFields.java,1,1,1,1,68,10,49,9,1,0,0,1,1,1,0,1,0,0,0,1,106,16,55,6,47,35,31,33,5,28,1,1,1,1,0,0.64,1,1,1,1,106,1,0,2,1
TestYarnPolicySelector.java,1,1,1,1,5,0,5,0,1,0,0,4,4,4,2,4,0,0,0,4,65,11,37,21,15,17,15,20,16,4,1,1,1,1,0,0.46,4,4,4,4,0,1,0,0,1
TestYARNRunner.java,1,1,1,1,25,3,21,1,7,0,4,19,19,19,9,19,0,1,1,17,604,76,484,217,317,44,313,346,190,156,6,6,6,4,3,0.09,30,30,30,22,26,7,1,6,24
TestYarnServerApiClasses.java,1,1,1,1,12,1,9,1,2,0,1,16,16,16,0,16,0,8,0,8,275,41,191,87,120,43,132,149,68,81,1,1,1,1,0,0.23,16,16,16,16,0,6,0,1,6
TestYARNTokenIdentifier.java,1,1,1,1,41,8,31,1,1,0,0,7,7,7,0,7,0,0,0,7,350,71,250,116,200,29,161,169,97,72,1,1,1,1,0,0.12,7,7,7,7,31,6,0,3,6
TestYarnUncaughtExceptionHandler.java,1,1,1,1,14,0,10,4,4,0,1,6,6,6,0,6,0,0,0,6,116,8,65,32,40,43,37,44,24,20,1,1,1,1,0,0.66,6,6,6,6,0,3,0,0,3
